id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,latitude,longitude,location
10395843,HZ131923,2016-01-28T13:50:00,025XX N NARRAGANSETT AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2512,25,36,19,06,41.926287021,-87.785547998,POINT(-87.785547998 41.926287021)
10395847,HZ131915,2016-01-28T11:52:00,0000X E WALTON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SMALL RETAIL STORE,false,false,1833,18,42,8,11,41.899945921,-87.627798561,POINT(-87.627798561 41.899945921)
10395849,HZ131857,2016-01-28T13:45:00,011XX S MAYFIELD AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1513,15,29,25,06,41.866456024,-87.771707866,POINT(-87.771707866 41.866456024)
10395862,HZ131821,2016-01-28T13:20:00,045XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1113,11,28,26,16,41.880575249,-87.738469028,POINT(-87.738469028 41.880575249)
10395864,HZ131971,2016-01-28T10:17:00,063XX S ARTESIAN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,825,8,15,66,06,41.778601502,-87.684843206,POINT(-87.684843206 41.778601502)
10395865,HZ131959,2016-01-28T14:40:00,018XX S LOOMIS ST,0560,ASSAULT,SIMPLE,LIBRARY,false,false,1233,12,25,31,08A,41.857509563,-87.661306034,POINT(-87.661306034 41.857509563)
10395866,HZ131754,2016-01-28T12:38:00,008XX S KILPATRICK AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1131,11,24,25,16,41.870258256,-87.742460188,POINT(-87.742460188 41.870258256)
10395867,HZ131963,2016-01-28T11:30:00,033XX S COTTAGE GROVE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,211,2,4,35,06,41.833180604,-87.611381483,POINT(-87.611381483 41.833180604)
10395870,HZ131951,2016-01-28T14:45:00,028XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1432,14,1,21,06,41.932629338,-87.687919626,POINT(-87.687919626 41.932629338)
10395876,HZ131924,2016-01-28T13:15:00,077XX S ESSEX AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,421,4,7,43,18,41.754863253,-87.563868045,POINT(-87.563868045 41.754863253)
10395877,HZ131985,2016-01-28T12:37:00,033XX S THROOP ST,0810,THEFT,OVER $500,CONSTRUCTION SITE,false,false,913,9,11,60,06,41.833096445,-87.65800215,POINT(-87.65800215 41.833096445)
10395878,HZ131804,2016-01-28T13:00:00,005XX S PULASKI RD,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,false,false,1132,11,24,26,26,41.873907046,-87.725430093,POINT(-87.725430093 41.873907046)
10395879,HZ131969,2016-01-28T13:00:00,004XX W DEMING PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,MEDICAL/DENTAL OFFICE,false,true,1935,19,43,7,08B,41.928972357,-87.641450731,POINT(-87.641450731 41.928972357)
10395880,HZ131983,2016-01-28T13:00:00,004XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,1831,18,42,8,11,41.890265219,-87.631089305,POINT(-87.631089305 41.890265219)
10395885,HZ131761,2016-01-28T11:46:00,041XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1111,11,37,23,08B,41.902621705,-87.729378515,POINT(-87.729378515 41.902621705)
10395892,HZ131903,2016-01-28T12:34:00,022XX E 100TH ST,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,true,false,431,4,7,51,18,41.713466129,-87.568914579,POINT(-87.568914579 41.713466129)
10395897,HZ131955,2016-01-28T14:15:00,003XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,111,1,42,32,06,41.887478081,-87.624553383,POINT(-87.624553383 41.887478081)
10395898,HZ131944,2016-01-28T11:30:00,007XX S DEARBORN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,123,1,2,32,05,41.872992098,-87.629156183,POINT(-87.629156183 41.872992098)
10395899,HZ131941,2016-01-28T14:00:00,022XX N TRIPP AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),true,false,2522,25,31,20,26,41.921618793,-87.732804061,POINT(-87.732804061 41.921618793)
10395900,HZ131934,2016-01-28T06:00:00,058XX W SCHOOL ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1633,16,38,15,05,41.940328747,-87.772375947,POINT(-87.772375947 41.940328747)
10395901,HZ131917,2016-01-28T13:30:00,083XX S STEWART AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,622,6,21,44,06,41.742710224,-87.634088181,POINT(-87.634088181 41.742710224)
10395903,HZ132011,2016-01-28T10:00:00,081XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,613,6,21,71,14,41.746284904,-87.647556563,POINT(-87.647556563 41.746284904)
10395907,HZ131867,2016-01-28T13:10:00,027XX S KEELER AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,1031,10,22,30,04A,41.841342311,-87.7293349,POINT(-87.7293349 41.841342311)
10395908,HZ131977,2016-01-28T14:50:00,002XX S LOTUS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1522,15,29,25,18,41.877213611,-87.761717828,POINT(-87.761717828 41.877213611)
10395910,HZ131883,2016-01-28T13:30:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,111,1,42,32,06,41.883500187,-87.627876698,POINT(-87.627876698 41.883500187)
10395911,HZ131886,2016-01-28T13:50:00,069XX S WESTERN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,832,8,17,66,15,41.767747461,-87.683324967,POINT(-87.683324967 41.767747461)
10395912,HZ132039,2016-01-28T14:30:00,005XX N KINGSBURY ST,0890,THEFT,FROM BUILDING,OTHER,false,false,1831,18,42,8,06,41.890900247,-87.639397357,POINT(-87.639397357 41.890900247)
10395913,HZ132029,2016-01-28T12:34:00,022XX E 100TH ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,431,4,7,51,18,41.713466007,-87.568896267,POINT(-87.568896267 41.713466007)
10395916,HZ131982,2016-01-28T13:00:00,004XX N CLARK ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1831,18,42,8,06,41.890265219,-87.631089305,POINT(-87.631089305 41.890265219)
10395918,HZ132028,2016-01-28T10:00:00,043XX W PARKER AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,2524,25,31,20,06,41.930769398,-87.735165789,POINT(-87.735165789 41.930769398)
10395922,HZ131822,2016-01-28T12:30:00,031XX W AUGUSTA BLVD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,false,1211,12,26,23,04B,41.899207807,-87.70532191,POINT(-87.70532191 41.899207807)
10395927,HZ132023,2016-01-28T15:22:00,021XX W PETERSON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2413,24,40,2,06,41.990615196,-87.683188577,POINT(-87.683188577 41.990615196)
10395931,HZ131970,2016-01-28T12:30:00,031XX W 42ND ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,921,9,14,58,08B,41.817222644,-87.70273385,POINT(-87.70273385 41.817222644)
10395935,HZ131943,2016-01-28T12:15:00,043XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,true,false,1115,11,28,26,18,41.879664074,-87.733703787,POINT(-87.733703787 41.879664074)
10395943,HZ131884,2016-01-28T13:15:00,029XX W FILLMORE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1135,11,28,29,18,41.868289432,-87.70001469,POINT(-87.70001469 41.868289432)
10395949,HZ132016,2016-01-28T15:30:00,035XX W 12TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1021,10,24,29,07,41.865152478,-87.714055095,POINT(-87.714055095 41.865152478)
10395956,HZ132091,2016-01-28T16:11:00,034XX W FULTON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,true,false,1123,11,28,27,18,41.886343054,-87.711926124,POINT(-87.711926124 41.886343054)
10395958,HZ131916,2016-01-28T10:16:00,002XX N ST LOUIS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1123,11,28,27,18,41.88581418,-87.713591184,POINT(-87.713591184 41.88581418)
10395961,HZ132109,2016-01-28T15:30:00,029XX N MC VICKER AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,2511,25,29,19,06,41.933780135,-87.777269865,POINT(-87.777269865 41.933780135)
10395963,HZ131844,2016-01-28T13:44:00,018XX W 71ST ST,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,false,false,735,7,17,67,04B,41.764841409,-87.670385722,POINT(-87.670385722 41.764841409)
10395967,HZ132046,2016-01-28T11:23:00,026XX E 74TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,334,3,7,43,06,41.761292673,-87.56093597,POINT(-87.56093597 41.761292673)
10395970,HZ132093,2016-01-28T08:30:00,013XX N ASTOR ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1824,18,43,8,26,41.907057518,-87.627562296,POINT(-87.627562296 41.907057518)
10395971,HZ132102,2016-01-28T11:00:00,005XX W 76TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,621,6,17,69,06,41.756176387,-87.638134804,POINT(-87.638134804 41.756176387)
10395972,HZ132114,2016-01-28T07:30:00,076XX S PEORIA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,621,6,17,71,14,41.755519226,-87.646593334,POINT(-87.646593334 41.755519226)
10395973,HZ132092,2016-01-28T16:00:00,039XX N NEVA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1632,16,38,17,05,41.95170662,-87.806031128,POINT(-87.806031128 41.95170662)
10395974,HZ132112,2016-01-28T16:55:00,038XX W GLADYS AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),true,false,1133,11,24,26,18,41.876227655,-87.721618728,POINT(-87.721618728 41.876227655)
10395976,HZ132127,2016-01-28T13:00:00,006XX N FAIRBANKS CT,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1834,18,42,8,06,41.893604185,-87.620276558,POINT(-87.620276558 41.893604185)
10395977,HZ132081,2016-01-28T16:00:00,0000X E 112TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,531,5,9,49,14,41.689875273,-87.622249025,POINT(-87.622249025 41.689875273)
10395981,HZ132118,2016-01-28T15:53:00,059XX W HURON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,true,false,1511,15,29,25,18,41.892837718,-87.773078165,POINT(-87.773078165 41.892837718)
10395983,HZ132068,2016-01-28T15:05:00,032XX W MONROE ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,1124,11,28,27,08B,41.879633871,-87.707973888,POINT(-87.707973888 41.879633871)
10395985,HZ132022,2016-01-28T15:30:00,032XX W MADISON ST,0460,BATTERY,SIMPLE,STREET,false,false,1123,11,28,27,08B,41.880966228,-87.706719713,POINT(-87.706719713 41.880966228)
10395987,HZ132020,2016-01-28T15:15:00,078XX S HALSTED ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DRUG STORE,false,false,621,6,17,71,11,41.751464464,-87.644063902,POINT(-87.644063902 41.751464464)
10395988,HZ131992,2016-01-28T15:30:00,021XX E 87TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",true,false,412,4,8,45,08B,41.737094305,-87.572998178,POINT(-87.572998178 41.737094305)
10395990,HZ132087,2016-01-28T16:21:00,031XX W VAN BUREN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),true,false,1134,11,28,27,18,41.875891017,-87.704511102,POINT(-87.704511102 41.875891017)
10395991,HZ132055,2016-01-28T16:00:00,025XX N NARRAGANSETT AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2512,25,36,19,06,41.926287021,-87.785547998,POINT(-87.785547998 41.926287021)
10395995,HZ132079,2016-01-28T16:26:00,064XX S WOLCOTT AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,726,7,15,67,05,41.776749441,-87.671428947,POINT(-87.671428947 41.776749441)
10395996,HZ132089,2016-01-28T16:10:00,016XX W 59TH ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,false,false,715,7,15,67,26,41.786736065,-87.665290751,POINT(-87.665290751 41.786736065)
10395997,HZ132056,2016-01-28T16:10:00,006XX W NORTH AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1822,18,27,8,03,41.910966915,-87.645006789,POINT(-87.645006789 41.910966915)
10395999,HZ132059,2016-01-28T13:00:00,008XX W 63RD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,BANK,false,false,723,7,20,68,11,41.77972774,-87.646313104,POINT(-87.646313104 41.77972774)
10396000,HZ131820,2016-01-28T11:30:00,008XX W 69TH ST,0460,BATTERY,SIMPLE,STREET,false,false,723,7,6,68,08B,41.768832144,-87.644812781,POINT(-87.644812781 41.768832144)
10396001,HZ132098,2016-01-28T14:00:00,011XX W 63RD ST,0460,BATTERY,SIMPLE,STREET,false,false,712,7,16,68,08B,41.779622846,-87.65359193,POINT(-87.65359193 41.779622846)
10396002,HZ131981,2016-01-28T15:00:00,060XX S HALSTED ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,false,false,712,7,16,68,04B,41.784395569,-87.644902958,POINT(-87.644902958 41.784395569)
10396003,HZ132101,2016-01-28T15:30:00,019XX W 23RD ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,1034,10,25,31,08A,41.850372621,-87.675199758,POINT(-87.675199758 41.850372621)
10396004,HZ131993,2016-01-28T13:42:00,016XX W 47TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,924,9,3,61,06,41.80859321,-87.665577234,POINT(-87.665577234 41.80859321)
10396009,HZ132086,2016-01-28T16:20:00,063XX N RIDGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2433,24,50,2,18,41.99717401,-87.676474203,POINT(-87.676474203 41.99717401)
10396010,HZ131991,2016-01-28T15:00:00,019XX N KILDARE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2534,25,30,20,08A,41.916001304,-87.733845075,POINT(-87.733845075 41.916001304)
10396011,HZ131976,2016-01-28T13:15:00,043XX W CULLERTON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,false,false,1012,10,24,29,04A,41.854297783,-87.732960725,POINT(-87.732960725 41.854297783)
10396014,HZ132074,2016-01-28T15:30:00,004XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,113,1,2,32,06,41.876620177,-87.62428048,POINT(-87.62428048 41.876620177)
10396021,HZ131962,2016-01-28T15:00:00,072XX N DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,2424,24,49,1,08B,42.013227324,-87.680290526,POINT(-87.680290526 42.013227324)
10396022,HZ132131,2016-01-28T07:10:00,035XX S LEAVITT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA STATION,false,false,912,9,11,59,14,41.829580097,-87.680142381,POINT(-87.680142381 41.829580097)
10396023,HZ131599,2016-01-28T09:30:00,019XX W PRATT BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,2424,24,49,1,08B,42.005242603,-87.678514155,POINT(-87.678514155 42.005242603)
10396025,HZ132031,2016-01-28T15:15:00,037XX N CENTRAL PARK AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1732,17,35,16,08B,41.94878057,-87.717675961,POINT(-87.717675961 41.94878057)
10396026,HZ131975,2016-01-28T14:39:00,013XX S HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1021,10,24,29,18,41.863472736,-87.710455229,POINT(-87.710455229 41.863472736)
10396030,HZ131967,2016-01-28T14:50:00,066XX W RAVEN ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,1611,16,41,10,08A,41.993708169,-87.792768931,POINT(-87.792768931 41.993708169)
10396032,HZ131984,2016-01-28T08:30:00,055XX N NASHVILLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1613,16,41,10,14,41.98132538,-87.791402515,POINT(-87.791402515 41.98132538)
10396033,HZ132176,2016-01-28T17:10:00,002XX E RANDOLPH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,114,1,42,32,06,41.884521087,-87.622099893,POINT(-87.622099893 41.884521087)
10396034,HZ132136,2016-01-28T15:59:00,053XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1621,16,45,11,06,41.978526568,-87.75708711,POINT(-87.75708711 41.978526568)
10396041,HZ131996,2016-01-28T15:07:00,066XX N CLARK ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,true,false,2432,24,49,1,24,42.003182152,-87.67236533,POINT(-87.67236533 42.003182152)
10396045,HZ132155,2016-01-28T16:30:00,015XX W 114TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,2234,22,34,75,14,41.68574156,-87.660409362,POINT(-87.660409362 41.68574156)
10396046,HZ132199,2016-01-28T17:45:00,026XX N ELSTON AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1432,14,1,22,06,41.929743818,-87.684273777,POINT(-87.684273777 41.929743818)
10396047,HZ132019,2016-01-28T15:35:00,006XX W DIVISION ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1822,18,27,8,03,41.903710589,-87.643538216,POINT(-87.643538216 41.903710589)
10396050,HZ132070,2016-01-28T16:35:00,016XX W 59TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,715,7,15,67,06,41.786736065,-87.665290751,POINT(-87.665290751 41.786736065)
10396051,HZ132168,2016-01-28T17:45:00,036XX W 25TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,1013,10,22,30,26,41.846212056,-87.715669149,POINT(-87.715669149 41.846212056)
10396052,HZ132061,2016-01-28T07:34:00,059XX S ALBANY AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,824,8,16,66,05,41.78569991,-87.700894159,POINT(-87.700894159 41.78569991)
10396053,HZ132115,2016-01-28T16:27:00,066XX S WESTERN AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,832,8,15,66,26,41.773332991,-87.683481204,POINT(-87.683481204 41.773332991)
10396054,HZ132182,2016-01-28T17:25:00,010XX W 69TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,724,7,17,68,18,41.768753913,-87.650095936,POINT(-87.650095936 41.768753913)
10396058,HZ132129,2016-01-28T17:00:00,042XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,814,8,23,56,14,41.816683943,-87.743385779,POINT(-87.743385779 41.816683943)
10396062,HZ132145,2016-01-28T17:00:00,071XX S MAPLEWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,832,8,18,66,11,41.764051825,-87.686895779,POINT(-87.686895779 41.764051825)
10396063,HZ132146,2016-01-28T17:25:00,071XX S ADA ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,734,7,17,67,03,41.763681249,-87.657315696,POINT(-87.657315696 41.763681249)
10396064,HZ132215,2016-01-28T14:30:00,069XX S MERRILL AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,331,3,5,43,08B,41.769014078,-87.572709347,POINT(-87.572709347 41.769014078)
10396065,HZ132222,2016-01-28T18:00:00,033XX W BYRON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1733,17,33,16,14,41.95206244,-87.711019827,POINT(-87.711019827 41.95206244)
10396066,HZ132186,2016-01-28T10:00:00,066XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,321,3,5,42,14,41.774064802,-87.603356326,POINT(-87.603356326 41.774064802)
10396067,HZ132111,2016-01-28T15:50:00,0000X E JACKSON BLVD,0820,THEFT,$500 AND UNDER,LIBRARY,false,false,113,1,2,32,06,41.878222138,-87.627288482,POINT(-87.627288482 41.878222138)
10396070,HZ132153,2016-01-28T16:43:00,042XX N ASHLAND AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,false,false,1912,19,47,6,24,41.958757123,-87.669173753,POINT(-87.669173753 41.958757123)
10396072,HZ132037,2016-01-28T15:00:00,004XX E 31ST ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,133,1,4,35,06,41.838428185,-87.616727976,POINT(-87.616727976 41.838428185)
10396073,HZ132064,2016-01-28T15:57:00,072XX S STATE ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,323,3,6,69,08B,41.762719954,-87.624846791,POINT(-87.624846791 41.762719954)
10396074,HZ132183,2016-01-28T16:45:00,044XX W LAWRENCE AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1712,17,39,14,06,41.968100898,-87.740828807,POINT(-87.740828807 41.968100898)
10396075,HZ132005,2016-01-28T15:00:00,004XX E 31ST ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,133,1,4,35,06,41.838428185,-87.616727976,POINT(-87.616727976 41.838428185)
10396077,HZ132035,2016-01-28T16:10:00,0000X N STATE ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,112,1,42,32,08A,41.88233367,-87.627841791,POINT(-87.627841791 41.88233367)
10396079,HZ132206,2016-01-28T17:46:00,031XX W VAN BUREN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,1124,11,28,27,18,41.875890756,-87.704463371,POINT(-87.704463371 41.875890756)
10396080,HZ132189,2016-01-28T17:25:00,051XX S CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,822,8,14,63,08B,41.800165139,-87.707423174,POINT(-87.707423174 41.800165139)
10396081,HZ132063,2016-01-28T15:40:00,100XX S LEAVITT ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, GROUNDS",false,false,2213,22,19,72,04B,41.711400559,-87.676930587,POINT(-87.676930587 41.711400559)
10396082,HZ132047,2016-01-28T16:07:00,080XX S ASHLAND AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA BUS,true,false,612,6,21,71,24,41.748074236,-87.663379392,POINT(-87.663379392 41.748074236)
10396083,HZ131960,2016-01-28T13:31:00,033XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1921,19,47,5,06,41.942199582,-87.688124523,POINT(-87.688124523 41.942199582)
10396086,HZ132213,2016-01-28T17:50:00,010XX W SUNNYSIDE AVE,0850,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,false,false,1914,19,46,3,06,41.963599382,-87.655342514,POINT(-87.655342514 41.963599382)
10396088,HZ131972,2016-01-28T15:00:00,081XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,true,631,6,8,44,06,41.747128743,-87.600216921,POINT(-87.600216921 41.747128743)
10396090,HZ132058,2016-01-28T14:20:00,058XX N SHERIDAN RD,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2022,20,48,77,08B,41.988179091,-87.655328202,POINT(-87.655328202 41.988179091)
10396091,HZ131928,2016-01-28T00:00:00,053XX N LINCOLN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,false,false,2011,20,40,4,14,41.978824375,-87.692639002,POINT(-87.692639002 41.978824375)
10396092,HZ132224,2016-01-28T17:00:00,048XX W LAKE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA STATION,true,false,1532,15,28,25,26,41.886668404,-87.746113681,POINT(-87.746113681 41.886668404)
10396093,HZ132126,2016-01-28T16:32:00,064XX S EVANS AVE,1330,CRIMINAL TRESPASS,TO LAND,ALLEY,true,false,312,3,20,42,26,41.777749585,-87.60712743,POINT(-87.60712743 41.777749585)
10396094,HZ132219,2016-01-28T18:16:00,0000X N KILBOURN AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,1113,11,28,26,26,41.88096768,-87.737940272,POINT(-87.737940272 41.88096768)
10396095,HZ132244,2016-01-28T18:08:00,054XX S HALSTED ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,ALLEY,false,false,934,9,20,61,15,41.795503423,-87.645191163,POINT(-87.645191163 41.795503423)
10396097,HZ132159,2016-01-28T17:05:00,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1913,19,46,3,06,41.963070794,-87.655984213,POINT(-87.655984213 41.963070794)
10396100,HZ132009,2016-01-28T15:00:00,090XX S LANGLEY AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,633,6,6,44,06,41.730561173,-87.607102309,POINT(-87.607102309 41.730561173)
10396102,HZ132272,2016-01-28T18:30:00,120XX S EMERALD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,523,5,34,53,07,41.675572338,-87.640763574,POINT(-87.640763574 41.675572338)
10396103,HZ132289,2016-01-28T18:50:00,072XX S WESTERN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,832,8,18,66,06,41.762419957,-87.683180808,POINT(-87.683180808 41.762419957)
10396107,HZ132099,2016-01-28T15:00:00,071XX S CHAMPLAIN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,323,3,6,69,06,41.76522681,-87.609211395,POINT(-87.609211395 41.76522681)
10396108,HZ132288,2016-01-28T17:00:00,064XX S EVANS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,312,3,20,42,14,41.777991135,-87.607135703,POINT(-87.607135703 41.777991135)
10396109,HZ132195,2016-01-28T17:40:00,008XX W 115TH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,524,5,34,53,06,41.685068588,-87.643184156,POINT(-87.643184156 41.685068588)
10396111,HZ132227,2016-01-28T17:00:00,048XX W LAKE ST,2029,NARCOTICS,POSS: HEROIN(BLACK TAR),CTA STATION,true,false,1532,15,28,25,18,41.886668404,-87.746113681,POINT(-87.746113681 41.886668404)
10396112,HZ132241,2016-01-28T12:30:00,048XX W NORTH AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,false,false,2533,25,37,25,06,41.909616287,-87.746755729,POINT(-87.746755729 41.909616287)
